Modifications in Master Proteins,Comparison 1: Group 1 Mean,Comparison 1: Group 2 Mean,Comparison 1: Group 1 v. Group 2 Log2 Fold Change,Comparison 1: Group 1 v. Group 2 P-value,Comparison 1: Group 1 v. Group 2 FDR-adj. P-value,Comparison 1: Group 1 Missing Values,Comparison 1: Group 2 Missing Values,Comparison 1: Group 1 Imputed Values,Comparison 1: Group 2 Imputed Values,Comparison 2: Group 1 Mean,Comparison 2: Group 2 Mean,Comparison 2: Group 1 v. Group 2 Log2 Fold Change,Comparison 2: Group 1 v. Group 2 P-value,Comparison 2: Group 1 v. Group 2 FDR-adj. P-value,Comparison 2: Group 1 Missing Values,Comparison 2: Group 2 Missing Values,Comparison 2: Group 1 Imputed Values,Comparison 2: Group 2 Imputed Values,Sample 126,Sample 127C,Sample 127N,Sample 128C,Sample 128N,Sample 129C,Sample 129N,Sample 130C,Sample 130N,Sample 131C,Sample 131N
Q56A08 1xPhospho [S144(93.4)],14.294494502155183,14.025659876286928,0.268834625868255,0.6303422171093295,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.586546105610788,14.875197952140203,-1.2886518465294152,0.004194500196047764,0.006641827262960778,0 / 6,0 / 5,0 / 6,0 / 5,14.489160528827911,14.979520214539289,14.303720583760976,13.13422651023845,14.995994401678413,14.908183826112774,13.456824342903657,13.632683280160787,14.86909866531865,14.623192653051891,12.502661387772946
Q8K1H7 1xPhospho [S16(94.3)],14.3173143954785,13.927806089553034,0.3895083059254656,0.5875721524923379,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.384099031952147,15.047664525784654,-1.6635654938325075,0.0040504726124922265,0.006453295348716429,0 / 6,0 / 5,0 / 6,0 / 5,14.35373920115132,15.11777450779516,14.307487787346432,13.080464462742652,15.206726341897529,15.03024453606162,13.352865769208451,13.463186086420556,15.025099664469284,14.85847757869968,11.746850884843468
A2A690 1xPhospho [S169(99.9)],15.087864081588714,14.966831826701451,0.12103225488726288,0.6190925082029313,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.773895677053536,15.343593912143666,-0.5696982350901294,0.0033729150404839627,0.005636337287562857,0 / 6,0 / 5,0 / 6,0 / 5,15.090515295300982,15.445869275499827,15.09865756195559,14.533312862061113,15.421204473109782,15.30680406664359,14.718221499857108,14.88165519545777,15.275063950896122,15.269027794569006,14.321011647688646
Q3TPX4 1xPhospho [T122(100)],15.109782999441428,14.982049099867643,0.12773389957378534,0.5375383413673498,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.859148318417125,15.282810717096808,-0.42366239867968325,0.01807328817711525,0.022300453430951276,0 / 6,0 / 5,0 / 6,0 / 5,15.276643214064965,15.342468189208937,15.1763540272522,14.729981296130989,15.31344772756522,15.3115703704382,14.773760518487345,14.801378302815053,15.249910674281258,15.196656623990425,14.396772551752187
P53996 1xPhospho [T173(100)],15.016846192033023,14.879441761439116,0.13740443059390728,0.4477419643926359,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.798673872511747,15.141248544864652,-0.34257467235290484,0.03476920548037054,0.04094687752471884,0 / 6,0 / 5,0 / 6,0 / 5,15.166366893826188,15.157801603747032,14.946257726566282,14.672452764192723,15.227173438305108,15.09760525272951,14.681142823350315,14.989999241591596,15.2068110334305,15.016851396111107,14.33582378554338
P62880 1xPhospho [T29(85.9)],13.856352873235545,12.762708036471881,1.093644836763664,0.4040570259780303,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,12.277204620467336,14.657685939793737,-2.3804813193264014,0.04637582110854594,0.053818854125966896,0 / 6,0 / 5,0 / 6,0 / 5,14.183032025907243,14.705096718217764,13.871577754713163,12.377931856696948,14.81268230500286,14.62898446507664,12.632660926717172,12.74022739216663,14.638821429323366,14.502844781348047,7.857797766602853
Q9CPY3 1xPhospho [T110(77.3)],15.22528053263457,15.01321614295767,0.21206438967690033,0.46459281516916273,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.797157092752236,15.526964270816473,-0.7298071780642363,0.0009465504490395312,0.002375565932783678,0 / 6,0 / 5,0 / 6,0 / 5,15.203946307418557,15.4760963270461,15.126047697820928,14.74063545323073,15.478408418153649,15.46156002838789,14.56520453351273,14.799135028607935,15.548446529378507,15.670310051116218,14.347973535922536
Q3UXZ9 1xPhospho [T1415(99.9)],16.163444418981456,16.164990938190847,-0.001546519209391306,0.9930379680921316,0.9993178729778197,0 / 6,0 / 5,0 / 6,0 / 5,16.380374065718126,15.90467536210684,0.4756987036112861,6.1021050151877914e-05,0.000269640025030093,0 / 6,0 / 5,0 / 6,0 / 5,16.50585152066553,16.033546415152156,16.192890457763937,16.318803957104997,15.928173009661462,15.845453264849452,16.41972156904928,16.33776880042821,15.776961565182742,15.9392425556884,16.50720808929681
Q8VCI5 1xPhospho [T236(100)],14.532018799818422,14.156808210184547,0.3752105896338751,0.5072093507915184,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.763761421626166,15.078717064015255,-1.314955642389089,0.004107742904234641,0.006534471019967106,0 / 6,0 / 5,0 / 6,0 / 5,14.481395152971135,15.075299896462862,14.434782323317148,13.798991763430504,15.317423088626272,15.000707165083352,13.652356045245895,13.813262023300087,14.977698372241193,15.02245679766258,12.401781221492229
Q9Z1N5 1xPhospho [T172(100)],14.76606578800426,14.558825488968017,0.2072402990362434,0.3943452462345698,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.444746890461095,14.944408166019818,-0.4996612755587222,0.01904811909974454,0.023308585975308705,0 / 6,0 / 5,0 / 6,0 / 5,14.858883648615492,14.956792348226848,14.792317341909134,14.554340079463136,15.003027088553,14.955588330630428,14.052262457807617,14.478353314492791,15.014196056091931,14.792437006596876,13.932324500478398
Q80YV2 2xPhospho [S406(99.8); S407(76.6)],16.99319518258569,17.04150322115541,-0.04830803856971855,0.6656739873491538,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.16053087005432,16.840700396193053,0.3198304738612663,3.4994487337863285e-07,5.457395272374822e-06,0 / 6,0 / 5,0 / 6,0 / 5,17.15597286724866,16.824782245181122,17.18701201435568,17.167158368548872,16.8682115655547,16.800591312440062,17.094869352384436,17.131469200763885,16.83071975645785,16.879197101331542,17.226703417024385
Q3U6K5 2xPhospho [S354(100); S361(100)],14.58671607532115,14.500748545694336,0.08596752962681364,0.7819579761621438,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.207361672005064,14.955973829673638,-0.7486121576685747,0.0018120003538076026,0.003769835746151028,0 / 6,0 / 5,0 / 6,0 / 5,14.634361471141696,15.088103746993133,14.652617109809537,13.991363397401424,15.000616088529906,14.883480077013704,14.172575787690262,14.075651715764716,14.96033319221924,14.84733604361222,13.717600550222738
P43346 2xPhospho [S11(100); S15(88.5)],18.24789815257432,18.293491175911395,-0.04559302333707649,0.8161811939869099,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,18.5013873707172,17.98930411413994,0.5120832565772595,0.00021179541456722585,0.0007525651500429949,0 / 6,0 / 5,0 / 6,0 / 5,18.23979441624084,18.075994417360526,18.446070746805443,18.474514149649035,17.874720599125727,18.03473241637162,18.602873732561843,18.548799428637754,17.847519050655695,18.11355408718613,18.69627175040828
Q9QY01 2xPhospho [S772(89); S],14.489893214599723,14.241385562787297,0.2485076518124263,0.6363042714379472,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.815622172452711,15.050510813363712,-1.2348886409110005,0.003111930636776616,0.005380829897035152,0 / 6,0 / 5,0 / 6,0 / 5,14.629429045772191,15.049276451284625,14.458733151235467,13.539155803698456,15.1457346314748,15.08391300952296,13.82055898013622,13.70308872211594,15.039133719332018,14.934496255204172,12.742767331757982
P52479 2xPhospho [T205(86.3); S223(100)],14.586331811881587,14.656451551007939,-0.07011973912635128,0.8375991992559367,0.9649578263711688,0 / 6,0 / 5,0 / 6,0 / 5,14.386804883720416,14.895883864801345,-0.5090789810809291,0.10953930272754016,0.12152750967840828,0 / 6,0 / 5,0 / 6,0 / 5,14.796810421676232,14.856344986206034,14.934235109281376,13.83878703237292,15.110820691445811,14.860516037110877,14.911819260020035,14.404457786965663,14.8906630022862,14.761074606957813,13.434719692006263
P70193 1xPhospho [S1067(85.8)],14.573261600922486,14.503807719662536,0.06945388125994967,0.8222972187263246,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.214674384312717,14.934112379594257,-0.71943799528154,0.0033735513208731187,0.005636337287562857,0 / 6,0 / 5,0 / 6,0 / 5,14.832765560014735,15.013607636968535,14.541467983174185,13.911758379170166,15.02861256181296,14.960353531220612,14.172349563623047,13.965900840908796,14.912804510717113,14.755183657252063,13.863803978985375
G5E8B9 1xPhospho [S473(100)],14.857835877441529,14.571845894065467,0.2859899833760622,0.5662350399031584,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.139242728550018,15.434157672735276,-1.2949149441852583,0.00033459498062185386,0.0010913918295362677,0 / 6,0 / 5,0 / 6,0 / 5,14.72664641629999,15.43041369099105,14.59629891288989,14.15253588292472,15.449430019963824,15.492329831694578,14.06606258998665,14.004493196185337,15.45801857447344,15.340596246553485,13.28941937301353
Q9R0L6 1xPhospho [S780(90.3)],15.575878927756811,15.504921499700774,0.07095742805603678,0.6644145834802664,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.384391998210925,15.734705815155838,-0.35031381694491337,0.0107691877850759,0.014294403298804211,0 / 6,0 / 5,0 / 6,0 / 5,15.705435901691182,15.744054778946078,15.660844186931046,15.309887551507208,15.772398888085226,15.702182421764732,15.268885318334483,15.20058757828332,15.66176765263481,15.793125334348346,15.16071145251831
P16951 1xPhospho [S72(100)],15.207105149029735,15.228420120987142,-0.02131497195740728,0.8241278769505354,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.147442824925811,15.300014909911852,-0.15257208498604058,0.08338786586020475,0.09372071010809968,0 / 6,0 / 5,0 / 6,0 / 5,15.297165934388923,15.441026927072352,15.267729702218924,15.022805123592692,15.418170411049148,15.242340163822371,15.16935857207643,15.132254994891989,15.291499297205304,15.107037750410075,14.995342622385904
O88447 1xPhospho [S459(100)],17.133630957025034,17.32285159781017,-0.18922064078513756,0.652430824086836,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.76101835493894,16.56998672031348,1.1910316346254604,1.4236734243012597e-06,1.5176065162139202e-05,0 / 6,0 / 5,0 / 6,0 / 5,17.4563365571423,16.76283053075753,17.693700038016548,17.722870446825794,16.520192208162943,16.488959192144318,17.7779858175594,17.795822316496665,16.50298497171903,16.57496669878358,18.119394953592938
Q61687 1xPhospho [S315(100)],15.838356902828183,15.934843596543141,-0.096486693714958,0.6663004644494933,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.169503978117515,15.537467106195944,0.6320368719215708,2.0615823463932164e-06,1.9378874056096235e-05,0 / 6,0 / 5,0 / 6,0 / 5,16.33824377353557,15.569727478148533,16.138416883818664,16.185235666577857,15.590684079812087,15.497830504301438,16.106437838093253,16.04558103463339,15.635570508945356,15.393522959772309,16.203108672046348
Q8R0F5 3xPhospho [T140(98.8); S144(93.9); S149(93.7)],15.899212786214754,15.896524272320363,0.0026885138943910647,0.9704141809694151,0.9964902849768044,0 / 6,0 / 5,0 / 6,0 / 5,15.980872763446945,15.798532299641732,0.18234046380521285,0.0006435603118077654,0.0017936424862782464,0 / 6,0 / 5,0 / 6,0 / 5,15.984920508612303,15.82662183434128,15.929915444659432,15.977777670536724,15.806947726774103,15.887099869586748,15.97650418266976,15.945278112155156,15.698413345450222,15.77357872205632,16.070840662048298
P13864 1xPhospho [S240(100)],14.033765996850434,13.588416058889132,0.44534993796130173,0.5246115456561389,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.116008140921956,14.689725486003306,-1.5737173450813504,0.006486036660419905,0.009340615469184098,0 / 6,0 / 5,0 / 6,0 / 5,14.351673527592247,14.764235253018931,13.960986664948878,12.729803576294367,14.816874688822118,14.718938340341923,12.93001589195571,13.158241088645466,14.668874952623886,14.47970419520967,11.565328096095069
A2AN08 1xPhospho [S1633(100)],15.104620509325864,15.02071566755686,0.08390484176900337,0.686914998086336,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.851901250948407,15.32397877760981,-0.472077526661403,0.005233777341123594,0.007877330088386893,0 / 6,0 / 5,0 / 6,0 / 5,15.168731505339649,15.385279022465356,15.159658040269314,14.65716195644027,15.346859828555823,15.33489878682662,14.844660732746595,14.83461420585752,15.305818671175468,15.247037579025774,14.446581065037096
O89090 1xPhospho [S61(100)],15.518848294069139,15.524875115750916,-0.00602682168177715,0.9730937212796515,0.9964902849768044,0 / 6,0 / 5,0 / 6,0 / 5,15.314823147424514,15.769705291724463,-0.45488214429994933,0.0004598549863542135,0.00137005096201122,0 / 6,0 / 5,0 / 6,0 / 5,15.55363970658109,15.820455299745058,15.444723821943445,15.282568283927263,15.829833380037272,15.639285811420192,15.17936291096844,15.078364776135237,15.82017608081381,15.738775886605987,15.35027938499162
Q6P9Q6 1xPhospho [S1091(96.8)],15.140686507349736,14.934508296056737,0.20617821129299863,0.42853473388580565,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.757197234432754,15.394695423557115,-0.6374981891243614,0.0018347592973491746,0.003809520308150696,0 / 6,0 / 5,0 / 6,0 / 5,15.230930926242475,15.370820634477251,14.909976267245945,14.59226856999872,15.409901955828316,15.473700807352316,14.6541026603699,14.862732694448972,15.405388308549012,15.31366541157868,14.293172288290505
Q6PGN3 1xPhospho [S718(83.4)],15.972690941627954,15.893960534007913,0.07873040762004102,0.8021124415434162,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.652757369526356,16.277880820529834,-0.6251234510034784,0.021143169628164035,0.025659668304602833,0 / 6,0 / 5,0 / 6,0 / 5,15.586088237932993,16.51893901250103,15.838565087663897,15.791795030410652,16.227037413901858,16.065381600828825,16.011235152506096,15.881105073643957,16.585209380967175,15.992836694450276,14.80775563500054
Q6PGN3 2xPhospho [S718(78.5); T742(89.2)],15.433490400199103,15.243837147988728,0.1896532522103751,0.34446958238194714,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.124844405088304,15.614212342121684,-0.48936793703338033,0.002276366531417646,0.0044058221178322424,0 / 6,0 / 5,0 / 6,0 / 5,15.466207762404425,15.811640348926115,15.248262935843384,15.14033268109714,15.479502086158236,15.61347755732563,15.128772031031025,14.877715868087355,15.474873534844493,15.691568183353947,14.887775152066498
Q921C5 1xPhospho [S411(78.7)],18.128671450826197,18.319293989259062,-0.1906225384328657,0.7504803626608678,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,18.99463662942573,17.280135774939623,1.7145008544861078,2.27835979162372e-07,4.444950989696087e-06,0 / 6,0 / 5,0 / 6,0 / 5,18.808443810634785,17.10084158204152,18.76129971823605,19.072923586262313,17.097966763499883,17.21417774125285,19.03311427183063,18.98210069929696,17.3941515024351,17.593541285468746,19.30993769029365
P97386 1xPhospho [S852(100)],15.3619801267388,15.249367537007299,0.11261258973150134,0.6940265559225494,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.011502094745893,15.669941175398785,-0.6584390806528919,0.00423464892725966,0.006695148303954876,0 / 6,0 / 5,0 / 6,0 / 5,15.464841222284484,15.809996223913735,15.501366700195032,14.81192178041825,15.539158215734169,15.663890772705624,14.655858425640576,14.735255465599252,15.650685369128944,15.685975295511447,14.89976897433777
O70551 1xPhospho [S51(100)],17.715718882909037,17.759189474695777,-0.04347059178673973,0.8064415323844802,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.94884696361432,17.479435777849442,0.4694111857648764,0.00012727382345844194,0.0005022944025039273,0 / 6,0 / 5,0 / 6,0 / 5,17.90173426773402,17.386832427684602,17.85041427672518,17.9101862261303,17.325039299230628,17.589870816686116,17.920655046400903,17.916385088039462,17.50613187446614,17.589304471179727,18.193706876656037
E9Q286 1xPhospho [S1841(100)],14.914770203926706,14.788366015394857,0.12640418853184876,0.6516916431642523,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.554450077297593,15.220750167349792,-0.6663000900521983,0.002477023952960745,0.004623181890544063,0 / 6,0 / 5,0 / 6,0 / 5,15.009631058201585,15.297511265428133,14.823607929917095,14.322446870413875,15.338517070837,15.195160524378828,14.57705862883721,14.551651026414143,15.16034149738134,15.112220478723662,14.042304950001636
Q6NS82 1xPhospho [S133(76.1)],15.007365358630048,14.83634927596739,0.17101608266265877,0.6328589140636068,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.554238671177457,15.380101300910505,-0.8258626297330487,0.004185842475153422,0.006638283925319998,0 / 6,0 / 5,0 / 6,0 / 5,15.02127064103599,15.46373684739218,15.027971794132435,14.34502240528946,15.452303206659664,15.384823590587018,14.564187218784502,14.606608933760562,15.376913126198575,15.222729733715088,13.760371034061771
Q9D2D7 1xPhospho [S1191(96.1)],15.423117961048286,15.371186558247038,0.05193140280124808,0.6418163579621736,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.271876461006379,15.552676358297328,-0.2807998972909491,0.0007621369924427963,0.002043636483226059,0 / 6,0 / 5,0 / 6,0 / 5,15.387022061710118,15.678254539378427,15.336115169008364,15.245874171220729,15.64392770772886,15.541788793862503,15.158708959086296,15.257832077604624,15.471474628003532,15.42793612251331,15.245706327408138
Q62318 1xPhospho [S594(99.7)],17.803333413128893,17.72663101563559,0.07670239749330321,0.41154233120415273,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.836024621025953,17.687401566159117,0.14862305486683525,0.09022623646214863,0.10096745508859489,0 / 6,0 / 5,0 / 6,0 / 5,17.598681563112805,17.795984112316663,17.794214615036292,18.024014717326825,17.552371701111962,17.73032275489963,17.775613144607064,17.921827264627666,17.60915919597756,17.749170066489768,17.901796421445074
Q91X51 1xPhospho [S422(99)],13.925193832438685,13.097653360715071,0.8275404717236139,0.44012236246265646,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,12.594880852013333,14.694028937225491,-2.0991480852121587,0.027296860090055747,0.03259232486503192,0 / 6,0 / 5,0 / 6,0 / 5,14.16511919815159,14.79261862606935,13.93763736547307,12.503541141903906,14.834795326840318,14.63287258207789,12.74494479812329,12.957518906314396,14.710365611024926,14.499492540114968,9.260523702113748
Q62318 2xPhospho [S596(96.4); S598(81.9)],17.12667637619548,17.037078548104915,0.08959782809056449,0.26691193310249467,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.000441119535314,17.188560856097116,-0.18811973656180214,0.005515290458139208,0.008214843898558997,0 / 6,0 / 5,0 / 6,0 / 5,16.892043641349552,17.17185907183452,17.013169586050896,17.088824109807312,17.043492126853245,17.299332771064666,16.94216579055237,17.040141989950712,17.16026363756701,17.26785667316613,17.026301599501046
Q8BK35 1xPhospho [S305(100)],16.198530432566844,16.0794444777775,0.11908595478934458,0.6878235804031705,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",15.848545293719376,16.499426644394454,-0.6508813506750784,0.00797688619733976,0.011026872096322608,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",16.374735334248726,16.666007631856168,16.02362693924113,16.072612242520112,16.787207141840604,16.308339591858115,15.755935637546912,15.371624883954304,16.33771594545376,16.397862910963642,15.49273672480508
Q9CVD2 1xPhospho [S273(98.1)],14.505606458196945,14.25545058161411,0.250155876582836,0.6118425162796841,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.851102487598455,15.040855346332298,-1.1897528587338435,0.0019585776298619026,0.0039631492549456115,0 / 6,0 / 5,0 / 6,0 / 5,14.747829985430576,15.198175642187284,14.117059884347336,13.30249988800846,15.100801727637805,15.024068868364605,14.005254965968952,13.867943046305214,14.988109174586272,14.893121318885536,13.06602715553019
P60335 1xPhospho [S173(99)],14.775918326356873,14.470958753862945,0.304959572493928,0.4507342015257627,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.177723823696033,15.188792157055953,-1.0110683333599209,0.0011278843790078648,0.002693377477815548,0 / 6,0 / 5,0 / 6,0 / 5,14.78021471939702,15.24194627340306,14.516631501493643,14.109901005953365,15.3235370682374,15.16968250210104,13.932251122808715,14.287782226827714,15.142811711079233,15.065983230459034,13.43956236569574
Q9QXM0 1xPhospho [S415(100)],15.935950414719365,15.712014738509035,0.2239356762103295,0.45499454583167753,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",15.542021883390204,16.184728976104026,-0.6427070927138221,0.01196128677195142,0.015635866652588832,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",15.894221197631104,16.08202230663621,15.735513614243136,15.567828379950072,16.237769006338635,16.309490441689128,15.726695375458917,15.668802767476196,16.20102573092269,16.093337394933474,14.659069965581793
P42703 1xPhospho [S882(100)],15.000260691517832,14.725893736853777,0.27436695466405503,0.6036939719953964,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.22828428614683,15.652265423298982,-1.4239811371521522,7.489133529517896e-05,0.0003240068648335358,0 / 6,0 / 5,0 / 6,0 / 5,14.792579451210829,15.726161073758238,14.645842857171129,14.095696927307356,15.717472104374696,15.693538058466087,14.126512528526666,14.191016383149828,15.621583624681229,15.502572255214664,13.51805756951516
Q6A065 1xPhospho [S960(78.2)],14.964454306259404,14.895043088400197,0.06941121785920679,0.7015647542632499,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.748419259421107,15.154285144606153,-0.4058658851850456,0.006131717225580783,0.008932587450856233,0 / 6,0 / 5,0 / 6,0 / 5,15.0424485251768,15.151809587557818,14.98424938999237,14.686671227143838,15.257589858153432,15.154351262957151,14.66988896406592,14.729779327522914,15.186009107164455,15.021665907197905,14.377478122624805
Q8BTI8 1xPhospho [S1439(91.3)],18.386137723916946,18.412671146423513,-0.026533422506567206,0.8878759760876518,0.973315064633235,0 / 6,0 / 5,0 / 6,0 / 5,18.619626471773042,18.13248464899619,0.48714182277685225,0.00027630636863638686,0.0009367238858033575,0 / 6,0 / 5,0 / 6,0 / 5,18.342330874677092,18.172182496181765,18.480350419119652,18.73644274623516,18.003817470794374,18.14239295354072,18.631041767667533,18.730089750479056,18.150642802076224,18.19338752238788,18.797503272459775
Q5PSV9 1xPhospho [T943(100)],15.252407031093417,15.222580221041358,0.029826810052059116,0.7282312629584492,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.258336452231093,15.215464915676145,0.04287153655494791,0.6161038678942492,0.6370513994026537,0 / 6,0 / 5,0 / 6,0 / 5,15.518856732700996,15.301813578826508,15.362541209895674,15.082938123727034,15.234380576505542,15.216777323940043,15.264620604766948,15.2670284554708,15.197325127213515,15.127027971895112,15.054033586825108
Q8BTI8 2xPhospho [S1438(100); S1439(100)],15.034135836381104,14.775019271587428,0.2591165647936755,0.27879863403762717,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",14.64252153798313,15.244956429664995,-0.6024348916818649,0.0014250508911907453,0.003196318050957116,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",14.90871168945183,15.364451242447624,14.875515135455458,14.703133533501257,15.272298456198776,15.201022140059996,14.341909505550117,14.791669056065524,15.151182952858193,15.235827356760392,14.234190307874602
Q8K327 1xPhospho [S464(95.7)],17.430620483168237,17.402683990751626,0.027936492416611003,0.831161856954745,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.548926919929716,17.26071626663785,0.28821065329186624,0.007496800586296318,0.010447023997615084,0 / 6,0 / 5,0 / 6,0 / 5,17.43368582046106,17.088290271787713,17.432131182163154,17.79625881831583,17.278880782173765,17.409495162722642,17.507423551378373,17.490822009733023,17.161744300515988,17.36517081598914,17.633240137526847
Q9ERH4 1xPhospho [S261(94.4)],15.813893639677465,15.83113735144174,-0.01724371176427475,0.9502010945051124,0.9948798041437632,0 / 6,0 / 5,0 / 6,0 / 5,16.1783787373051,15.393755234288573,0.7846235030165261,4.3147991334877275e-07,6.176193863009388e-06,0 / 6,0 / 5,0 / 6,0 / 5,16.22012366306143,15.447365608021938,15.917743630985749,16.259425996231837,15.416275467825296,15.391877442552042,16.21519017134398,16.194139151974444,15.342827676820496,15.370429976223091,16.26364981023318
Q62219 1xPhospho [S194(100)],16.794892846836532,16.947825662166196,-0.15293281532966319,0.342500158246975,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.056515024570075,16.633879048885944,0.42263597568413047,0.00041320219104588993,0.001275376315049105,0 / 6,0 / 5,0 / 6,0 / 5,16.860771689578957,16.740707124105462,17.060783555921244,17.06661312174565,16.634203702642683,16.670040922213513,17.196100489221124,16.89711351081013,16.59033278290256,16.534110712565486,17.257707780143356
P63101 1xPhospho [S99(100)],14.163506890856093,13.71856455001489,0.44494234084120343,0.5358147905092305,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.232636329344528,14.835609223828769,-1.6029728944842407,0.00712677693715536,0.010057253006011206,0 / 6,0 / 5,0 / 6,0 / 5,14.394003884993811,14.906882965458562,14.038357982988035,12.9425365054268,14.993366104690455,14.795299965325151,13.256495522576133,13.29415069847254,14.83432975820999,14.64816732545969,11.470273381609838
A2ALU4 1xPhospho [S1165(90.8)],18.02534151903518,18.073658105905388,-0.048316586870207345,0.6488878757353015,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.978797754513405,18.12951062333152,-0.15071286881811474,0.1316646376853112,0.14545003778484164,0 / 6,0 / 5,0 / 6,0 / 5,17.644383349467688,18.107949574160553,17.881565707749726,18.01927816474519,18.105026135995747,18.185606930540924,18.088716505559866,18.021478859635387,18.075618240299058,18.173352235661326,18.217363939922556
Q8K3I9 1xPhospho [S293(100)],16.92770831787045,16.818883822840284,0.10882449503016645,0.30436037892189993,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.767113770077874,17.011597280191374,-0.24448351011350056,0.0059053458459358225,0.008671358201138927,0 / 6,0 / 5,0 / 6,0 / 5,16.657652623666298,16.97491321938571,16.6745750187236,16.910177537251716,16.903643339829788,17.065983011998075,16.703666568570213,16.76904715685321,16.924970471675593,17.188476358067717,16.88756371540223
